,TEAM,DATE,LOC,GAME_ID,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Dorian Finney-Smith,DAL,2019-02-10,DAL,201902100DAL,35.267,5,10,.500,1,4,.250,0,0,,2,4,6,1,1,0,2,4,11,+9
Tim Hardaway,DAL,2019-02-10,DAL,201902100DAL,32.283,9,18,.500,2,7,.286,4,5,.800,1,3,4,3,0,0,1,1,24,+17
Maxi Kleber,DAL,2019-02-10,DAL,201902100DAL,26.067,4,12,.333,1,6,.167,0,0,,0,4,4,0,1,0,0,1,9,-2
Jalen Brunson,DAL,2019-02-10,DAL,201902100DAL,23.517,2,8,.250,1,3,.333,0,0,,1,1,2,7,1,1,4,2,5,+9
Dwight Powell,DAL,2019-02-10,DAL,201902100DAL,26.9,3,6,.500,0,1,.000,7,8,.875,4,4,8,2,0,0,0,3,13,+13
Trey Burke,DAL,2019-02-10,DAL,201902100DAL,16.817,3,7,.429,2,3,.667,0,0,,1,0,1,1,1,0,1,4,8,-7
Dirk Nowitzki,DAL,2019-02-10,DAL,201902100DAL,12.933,1,2,.500,1,2,.500,0,0,,0,3,3,0,0,0,2,0,3,-14
Courtney Lee,DAL,2019-02-10,DAL,201902100DAL,8.967,0,0,,0,0,,0,0,,0,0,0,0,1,0,1,2,0,-2
Ryan Broekhoff,DAL,2019-02-10,DAL,201902100DAL,8.783,0,2,.000,0,1,.000,0,0,,1,0,1,0,1,1,0,0,0,-10
Devin Harris,DAL,2019-02-10,DAL,201902100DAL,6.75,0,2,.000,0,1,.000,1,2,.500,1,0,1,0,0,0,1,0,1,-14
Justin Jackson,DAL,2019-02-10,DAL,201902100DAL,4.217,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+10
Daryl Macon,DAL,2019-02-10,DAL,201902100DAL,0.0,,,,,,,,,,,,,,,,,,,
Brandon Ingram,LAL,2019-02-10,PHI,201902100PHI,33.633,6,11,.545,0,0,,7,7,1.000,1,3,4,4,0,0,3,3,19,-8
LeBron James,LAL,2019-02-10,PHI,201902100PHI,33.15,8,16,.500,2,6,.333,0,0,,0,10,10,9,0,0,4,3,18,0
Kyle Kuzma,LAL,2019-02-10,PHI,201902100PHI,31.9,14,21,.667,5,8,.625,6,7,.857,1,2,3,1,0,0,1,1,39,-6
Reggie Bullock,LAL,2019-02-10,PHI,201902100PHI,30.6,1,5,.200,0,2,.000,0,0,,0,1,1,3,1,2,0,1,2,-7
JaVale McGee,LAL,2019-02-10,PHI,201902100PHI,26.017,10,15,.667,0,0,,1,3,.333,5,8,13,1,1,1,1,5,21,+9
Kentavious Caldwell-Pope,LAL,2019-02-10,PHI,201902100PHI,27.217,3,5,.600,0,2,.000,0,0,,0,3,3,1,1,1,1,1,6,-23
Rajon Rondo,LAL,2019-02-10,PHI,201902100PHI,15.717,0,3,.000,0,0,,0,0,,0,3,3,7,0,0,2,1,0,-14
Mike Muscala,LAL,2019-02-10,PHI,201902100PHI,13.15,3,7,.429,2,5,.400,0,0,,0,1,1,2,0,0,0,1,8,-18
Tyson Chandler,LAL,2019-02-10,PHI,201902100PHI,12.933,0,0,,0,0,,0,2,.000,1,3,4,0,0,0,1,3,0,-23
Lance Stephenson,LAL,2019-02-10,PHI,201902100PHI,12.367,2,8,.250,0,3,.000,0,0,,1,0,1,2,0,0,3,2,4,-24
Moritz Wagner,LAL,2019-02-10,PHI,201902100PHI,3.317,1,2,.500,1,1,1.000,0,0,,0,0,0,1,0,0,0,0,3,-1
Josh Hart,LAL,2019-02-10,PHI,201902100PHI,0.0,,,,,,,,,,,,,,,,,,,
Joel Embiid,PHI,2019-02-10,PHI,201902100PHI,32.383,12,16,.750,2,3,.667,11,12,.917,0,14,14,3,1,0,3,2,37,+23
Jimmy Butler,PHI,2019-02-10,PHI,201902100PHI,30.7,6,10,.600,1,2,.500,2,2,1.000,2,2,4,3,0,0,0,0,15,+19
Ben Simmons,PHI,2019-02-10,PHI,201902100PHI,29.2,3,13,.231,0,1,.000,2,2,1.000,0,3,3,7,1,1,2,2,8,+6
Tobias Harris,PHI,2019-02-10,PHI,201902100PHI,28.783,9,14,.643,3,5,.600,1,2,.500,1,5,6,6,0,1,1,3,22,+5
J.J. Redick,PHI,2019-02-10,PHI,201902100PHI,28.333,8,13,.615,3,6,.500,2,2,1.000,0,2,2,5,2,0,0,2,21,+16
Mike Scott,PHI,2019-02-10,PHI,201902100PHI,21.433,3,8,.375,1,3,.333,0,1,.000,1,1,2,1,2,0,0,3,7,+21
T.J. McConnell,PHI,2019-02-10,PHI,201902100PHI,18.8,6,6,1.000,1,1,1.000,0,0,,0,1,1,3,3,0,0,1,13,+17
James Ennis,PHI,2019-02-10,PHI,201902100PHI,17.083,0,5,.000,0,2,.000,0,0,,0,2,2,0,0,0,0,4,0,+2
Furkan Korkmaz,PHI,2019-02-10,PHI,201902100PHI,16.567,3,5,.600,1,1,1.000,0,0,,2,4,6,2,1,0,1,0,7,+8
Boban Marjanović,PHI,2019-02-10,PHI,201902100PHI,13.4,5,6,.833,0,0,,0,0,,1,0,1,1,0,1,0,0,10,-3
Jonathon Simmons,PHI,2019-02-10,PHI,201902100PHI,3.317,1,1,1.000,0,0,,1,1,1.000,0,1,1,2,0,0,0,0,3,+1
Jonah Bolden,PHI,2019-02-10,PHI,201902100PHI,0.0,,,,,,,,,,,,,,,,,,,
Amir Johnson,PHI,2019-02-10,PHI,201902100PHI,0.0,,,,,,,,,,,,,,,,,,,
Devin Booker,PHO,2019-02-10,SAC,201902100SAC,35.367,9,19,.474,3,5,.600,6,7,.857,1,7,8,6,0,0,5,5,27,-15
Mikal Bridges,PHO,2019-02-10,SAC,201902100SAC,34.733,2,8,.250,0,5,.000,5,8,.625,2,4,6,4,3,0,0,5,9,-5
Josh Jackson,PHO,2019-02-10,SAC,201902100SAC,32.5,7,16,.438,2,3,.667,2,4,.500,2,3,5,1,0,3,3,3,18,-12
Deandre Ayton,PHO,2019-02-10,SAC,201902100SAC,32.267,8,10,.800,0,0,,0,0,,1,8,9,0,0,1,2,3,16,-5
Tyler Johnson,PHO,2019-02-10,SAC,201902100SAC,31.517,4,12,.333,1,5,.200,0,0,,3,2,5,3,1,0,2,3,9,-13
Kelly Oubre,PHO,2019-02-10,SAC,201902100SAC,20.15,3,10,.300,0,3,.000,1,3,.333,0,3,3,1,1,0,2,3,7,-5
Elie Okobo,PHO,2019-02-10,SAC,201902100SAC,18.483,2,7,.286,0,4,.000,2,2,1.000,0,3,3,3,0,0,2,3,6,-1
Richaun Holmes,PHO,2019-02-10,SAC,201902100SAC,15.733,2,6,.333,0,0,,6,6,1.000,5,4,9,1,0,0,1,5,10,-8
Dragan Bender,PHO,2019-02-10,SAC,201902100SAC,15.033,1,3,.333,0,2,.000,0,0,,1,5,6,3,0,0,0,1,2,0
Jamal Crawford,PHO,2019-02-10,SAC,201902100SAC,4.217,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
Jawun Evans,PHO,2019-02-10,SAC,201902100SAC,0.0,,,,,,,,,,,,,,,,,,,
Troy Daniels,PHO,2019-02-10,SAC,201902100SAC,0.0,,,,,,,,,,,,,,,,,,,
De'Aaron Fox,SAC,2019-02-10,SAC,201902100SAC,31.817,5,11,.455,2,4,.500,5,6,.833,0,6,6,9,2,0,2,2,17,+10
Harrison Barnes,SAC,2019-02-10,SAC,201902100SAC,30.2,3,9,.333,1,7,.143,2,2,1.000,0,4,4,3,2,0,3,2,9,+9
Willie Cauley-Stein,SAC,2019-02-10,SAC,201902100SAC,26.767,3,5,.600,0,0,,4,10,.400,3,5,8,2,1,5,1,2,10,+12
Buddy Hield,SAC,2019-02-10,SAC,201902100SAC,25.867,6,15,.400,3,9,.333,3,4,.750,3,3,6,0,1,1,1,2,18,+6
Nemanja Bjelica,SAC,2019-02-10,SAC,201902100SAC,21.667,4,12,.333,0,3,.000,2,2,1.000,4,4,8,2,1,3,0,4,10,+13
Marvin Bagley,SAC,2019-02-10,SAC,201902100SAC,31.683,10,15,.667,1,2,.500,11,13,.846,1,6,7,1,1,1,1,2,32,+7
Bogdan Bogdanović,SAC,2019-02-10,SAC,201902100SAC,26.583,5,10,.500,0,1,.000,4,6,.667,0,5,5,5,3,1,4,3,14,+5
Alec Burks,SAC,2019-02-10,SAC,201902100SAC,21.133,0,1,.000,0,0,,0,0,,0,3,3,0,0,0,0,0,0,+5
Yogi Ferrell,SAC,2019-02-10,SAC,201902100SAC,14.8,2,5,.400,2,5,.400,1,1,1.000,0,2,2,4,1,0,0,1,7,+1
Harry Giles,SAC,2019-02-10,SAC,201902100SAC,9.483,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,3,0,-3
Kosta Koufos,SAC,2019-02-10,SAC,201902100SAC,0.0,,,,,,,,,,,,,,,,,,,
Corey Brewer,SAC,2019-02-10,SAC,201902100SAC,0.0,,,,,,,,,,,,,,,,,,,
Frank Mason,SAC,2019-02-10,SAC,201902100SAC,0.0,,,,,,,,,,,,,,,,,,,
Evan Fournier,ORL,2019-02-10,ATL,201902100ATL,33.683,6,12,.500,1,3,.333,4,4,1.000,0,3,3,7,1,0,1,3,17,+19
Nikola Vučević,ORL,2019-02-10,ATL,201902100ATL,28.733,8,13,.615,1,2,.500,2,2,1.000,4,8,12,3,0,1,1,2,19,+15
Jonathan Isaac,ORL,2019-02-10,ATL,201902100ATL,27.95,6,12,.500,3,7,.429,2,2,1.000,1,2,3,0,2,5,0,2,17,+15
Aaron Gordon,ORL,2019-02-10,ATL,201902100ATL,25.733,4,9,.444,2,5,.400,2,4,.500,0,3,3,3,0,1,1,4,12,+9
D.J. Augustin,ORL,2019-02-10,ATL,201902100ATL,25.217,6,9,.667,1,2,.500,1,2,.500,0,3,3,10,1,0,0,1,14,+12
Terrence Ross,ORL,2019-02-10,ATL,201902100ATL,23.633,4,12,.333,2,7,.286,8,8,1.000,0,6,6,2,0,0,1,0,18,+9
Isaiah Briscoe,ORL,2019-02-10,ATL,201902100ATL,22.783,1,8,.125,0,3,.000,0,0,,0,0,0,2,0,0,1,3,2,+4
Wesley Iwundu,ORL,2019-02-10,ATL,201902100ATL,18.433,3,5,.600,0,0,,4,4,1.000,3,4,7,2,0,1,1,3,10,+11
Khem Birch,ORL,2019-02-10,ATL,201902100ATL,15.817,2,2,1.000,0,0,,2,2,1.000,2,5,7,0,0,1,1,0,6,+8
Jarell Martin,ORL,2019-02-10,ATL,201902100ATL,7.667,2,5,.400,2,4,.500,0,0,,0,3,3,0,0,0,1,1,6,-1
Jerian Grant,ORL,2019-02-10,ATL,201902100ATL,3.45,1,4,.250,1,4,.250,0,0,,0,0,0,0,0,0,0,0,3,-7
Melvin Frazier,ORL,2019-02-10,ATL,201902100ATL,3.45,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,1,0,-7
Amile Jefferson,ORL,2019-02-10,ATL,201902100ATL,3.45,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-7
Kevin Huerter,ATL,2019-02-10,ATL,201902100ATL,28.333,6,11,.545,2,5,.400,1,2,.500,0,3,3,2,1,0,1,0,15,-18
Trae Young,ATL,2019-02-10,ATL,201902100ATL,26.083,3,9,.333,2,4,.500,5,5,1.000,1,4,5,7,0,0,3,2,13,-25
John Collins,ATL,2019-02-10,ATL,201902100ATL,24.817,5,12,.417,0,2,.000,5,5,1.000,2,2,4,2,0,1,1,2,15,-22
Dewayne Dedmon,ATL,2019-02-10,ATL,201902100ATL,24.083,2,6,.333,1,4,.250,0,0,,0,6,6,0,0,0,1,1,5,-20
Taurean Waller-Prince,ATL,2019-02-10,ATL,201902100ATL,23.95,3,5,.600,2,3,.667,0,0,,0,1,1,3,1,2,1,2,8,-18
Omari Spellman,ATL,2019-02-10,ATL,201902100ATL,26.333,4,8,.500,2,5,.400,0,0,,2,3,5,2,1,0,0,1,10,+9
Jeremy Lin,ATL,2019-02-10,ATL,201902100ATL,21.917,4,9,.444,2,3,.667,2,2,1.000,0,3,3,4,0,1,1,3,12,+9
DeAndre' Bembry,ATL,2019-02-10,ATL,201902100ATL,19.667,1,3,.333,0,1,.000,0,0,,0,1,1,1,0,1,0,3,2,+2
Alex Len,ATL,2019-02-10,ATL,201902100ATL,19.367,4,7,.571,2,3,.667,6,8,.750,0,2,2,1,0,1,1,4,16,+1
Kent Bazemore,ATL,2019-02-10,ATL,201902100ATL,16.15,3,6,.500,0,1,.000,1,2,.500,0,0,0,4,2,0,2,3,7,-6
Justin Anderson,ATL,2019-02-10,ATL,201902100ATL,9.3,2,4,.500,0,1,.000,1,1,1.000,0,3,3,1,0,0,0,0,5,+8
Vince Carter,ATL,2019-02-10,ATL,201902100ATL,0.0,,,,,,,,,,,,,,,,,,,
Dion Waiters,MIA,2019-02-10,GSW,201902100GSW,41.017,9,19,.474,6,13,.462,0,0,,1,2,3,4,1,1,3,1,24,+6
Josh Richardson,MIA,2019-02-10,GSW,201902100GSW,37.15,14,22,.636,8,11,.727,1,1,1.000,0,1,1,5,1,0,2,1,37,+8
Justise Winslow,MIA,2019-02-10,GSW,201902100GSW,28.9,8,16,.500,4,9,.444,2,2,1.000,2,4,6,4,1,0,2,4,22,+10
Kelly Olynyk,MIA,2019-02-10,GSW,201902100GSW,22.167,1,6,.167,0,3,.000,0,0,,2,5,7,3,0,0,2,3,2,+5
Hassan Whiteside,MIA,2019-02-10,GSW,201902100GSW,21.75,6,13,.462,0,0,,1,2,.500,9,5,14,3,0,0,0,3,13,+7
Dwyane Wade,MIA,2019-02-10,GSW,201902100GSW,28.933,5,14,.357,0,3,.000,0,3,.000,3,3,6,9,1,1,2,0,10,-10
Bam Adebayo,MIA,2019-02-10,GSW,201902100GSW,25.217,4,6,.667,0,0,,0,0,,4,7,11,3,1,2,2,4,8,-10
James Johnson,MIA,2019-02-10,GSW,201902100GSW,19.133,1,6,.167,0,2,.000,0,0,,0,2,2,1,1,0,2,4,2,-14
Rodney McGruder,MIA,2019-02-10,GSW,201902100GSW,15.7,0,3,.000,0,2,.000,0,0,,0,2,2,0,0,0,1,2,0,-12
Duncan Robinson,MIA,2019-02-10,GSW,201902100GSW,0.0,,,,,,,,,,,,,,,,,,,
Udonis Haslem,MIA,2019-02-10,GSW,201902100GSW,0.0,,,,,,,,,,,,,,,,,,,
Ryan Anderson,MIA,2019-02-10,GSW,201902100GSW,0.0,,,,,,,,,,,,,,,,,,,
Klay Thompson,GSW,2019-02-10,GSW,201902100GSW,37.817,11,21,.524,6,13,.462,1,1,1.000,1,2,3,2,0,0,0,1,29,-12
Kevin Durant,GSW,2019-02-10,GSW,201902100GSW,36.683,16,24,.667,1,7,.143,6,10,.600,0,6,6,4,0,1,3,2,39,-1
Stephen Curry,GSW,2019-02-10,GSW,201902100GSW,36.417,9,18,.500,5,10,.500,2,2,1.000,1,3,4,2,2,0,2,2,25,-9
Draymond Green,GSW,2019-02-10,GSW,201902100GSW,35.35,1,3,.333,0,1,.000,3,5,.600,1,6,7,14,1,1,3,3,5,-16
DeMarcus Cousins,GSW,2019-02-10,GSW,201902100GSW,26.6,2,6,.333,0,3,.000,3,4,.750,2,1,3,1,2,3,2,3,7,-12
Kevon Looney,GSW,2019-02-10,GSW,201902100GSW,21.383,1,2,.500,0,0,,2,2,1.000,1,4,5,0,1,0,1,2,4,+14
Shaun Livingston,GSW,2019-02-10,GSW,201902100GSW,15.783,0,2,.000,0,0,,0,0,,1,2,3,2,2,0,1,1,0,+15
Quinn Cook,GSW,2019-02-10,GSW,201902100GSW,13.067,1,2,.500,0,0,,0,0,,0,3,3,2,0,0,0,1,2,+11
Jonas Jerebko,GSW,2019-02-10,GSW,201902100GSW,12.65,2,3,.667,1,2,.500,2,2,1.000,0,2,2,1,0,0,0,0,7,+18
Alfonzo McKinnie,GSW,2019-02-10,GSW,201902100GSW,4.217,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,+2
Jordan Bell,GSW,2019-02-10,GSW,201902100GSW,0.0,,,,,,,,,,,,,,,,,,,
Marcus Derrickson,GSW,2019-02-10,GSW,201902100GSW,0.0,,,,,,,,,,,,,,,,,,,
Kevin Knox,NYK,2019-02-11,CLE,201902110CLE,35.783,5,16,.313,1,7,.143,2,2,1.000,0,6,6,3,0,1,3,1,13,-11
Dennis Smith,NYK,2019-02-11,CLE,201902110CLE,31.333,5,12,.417,0,2,.000,0,2,.000,1,1,2,4,3,2,1,2,10,+6
DeAndre Jordan,NYK,2019-02-11,CLE,201902110CLE,24.317,5,7,.714,0,0,,2,2,1.000,4,6,10,2,0,1,2,1,12,-6
Damyean Dotson,NYK,2019-02-11,CLE,201902110CLE,22.333,2,6,.333,1,2,.500,3,4,.750,1,4,5,1,1,0,0,2,8,-2
Mario Hezonja,NYK,2019-02-11,CLE,201902110CLE,15.733,2,8,.250,1,2,.500,0,0,,0,5,5,1,0,0,1,1,5,-1
Kadeem Allen,NYK,2019-02-11,CLE,201902110CLE,32.217,10,16,.625,1,2,.500,4,5,.800,0,3,3,6,1,0,1,3,25,-1
Mitchell Robinson,NYK,2019-02-11,CLE,201902110CLE,23.683,5,6,.833,0,0,,0,1,.000,4,4,8,1,1,2,0,3,10,+3
Noah Vonleh,NYK,2019-02-11,CLE,201902110CLE,16.983,2,5,.400,0,2,.000,0,0,,0,4,4,0,1,2,1,2,4,-11
Allonzo Trier,NYK,2019-02-11,CLE,201902110CLE,16.55,1,5,.200,0,1,.000,2,4,.500,0,2,2,2,0,0,1,1,4,+2
Luke Kornet,NYK,2019-02-11,CLE,201902110CLE,12.0,2,6,.333,2,5,.400,0,0,,0,1,1,0,1,1,0,1,6,+7
John Jenkins,NYK,2019-02-11,CLE,201902110CLE,9.067,3,5,.600,1,3,.333,0,0,,0,0,0,1,0,0,0,0,7,-1
Lance Thomas,NYK,2019-02-11,CLE,201902110CLE,0.0,,,,,,,,,,,,,,,,,,,
Isaiah Hicks,NYK,2019-02-11,CLE,201902110CLE,0.0,,,,,,,,,,,,,,,,,,,
Collin Sexton,CLE,2019-02-11,CLE,201902110CLE,38.667,7,21,.333,2,8,.250,4,5,.800,1,0,1,3,1,0,1,3,20,+12
Larry Nance,CLE,2019-02-11,CLE,201902110CLE,34.4,5,6,.833,1,2,.500,4,4,1.000,10,6,16,4,1,1,5,3,15,+6
David Nwaba,CLE,2019-02-11,CLE,201902110CLE,32.733,2,9,.222,1,3,.333,0,0,,4,2,6,1,1,0,1,1,5,-3
Brandon Knight,CLE,2019-02-11,CLE,201902110CLE,16.233,3,5,.600,3,4,.750,0,0,,0,3,3,2,0,0,2,1,9,0
Kevin Love,CLE,2019-02-11,CLE,201902110CLE,15.717,4,10,.400,2,6,.333,4,4,1.000,0,9,9,1,0,0,3,0,14,+13
Jordan Clarkson,CLE,2019-02-11,CLE,201902110CLE,27.983,6,17,.353,2,8,.250,1,1,1.000,0,6,6,1,1,0,2,1,15,-2
Matthew Dellavedova,CLE,2019-02-11,CLE,201902110CLE,26.533,5,10,.500,0,3,.000,2,3,.667,0,3,3,6,1,0,1,1,12,-1
Marquese Chriss,CLE,2019-02-11,CLE,201902110CLE,22.433,5,8,.625,2,3,.667,2,2,1.000,1,6,7,1,1,0,1,3,14,+4
Nik Stauskas,CLE,2019-02-11,CLE,201902110CLE,20.033,1,9,.111,1,7,.143,0,0,,1,4,5,1,0,1,2,2,3,-16
Deng Adel,CLE,2019-02-11,CLE,201902110CLE,4.35,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+2
Channing Frye,CLE,2019-02-11,CLE,201902110CLE,0.917,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Cedi Osman,CLE,2019-02-11,CLE,201902110CLE,0.0,,,,,,,,,,,,,,,,,,,
Bradley Beal,WAS,2019-02-11,DET,201902110DET,41.183,9,19,.474,2,8,.250,12,12,1.000,0,6,6,10,2,1,1,3,32,-20
Trevor Ariza,WAS,2019-02-11,DET,201902110DET,39.667,10,14,.714,3,6,.500,0,1,.000,0,7,7,5,2,1,2,3,23,0
Jeff Green,WAS,2019-02-11,DET,201902110DET,28.067,1,6,.167,1,5,.200,1,2,.500,1,0,1,5,0,1,4,3,4,-16
Chasson Randle,WAS,2019-02-11,DET,201902110DET,18.933,2,5,.400,1,2,.500,0,0,,0,1,1,1,0,0,2,2,5,-9
Thomas Bryant,WAS,2019-02-11,DET,201902110DET,16.5,4,7,.571,0,2,.000,0,0,,3,5,8,1,0,1,0,1,8,-13
Bobby Portis,WAS,2019-02-11,DET,201902110DET,31.5,9,17,.529,6,10,.600,0,1,.000,1,4,5,1,2,0,2,1,24,+4
Wesley Johnson,WAS,2019-02-11,DET,201902110DET,24.85,2,5,.400,1,3,.333,1,1,1.000,1,2,3,2,1,1,0,3,6,+6
Jabari Parker,WAS,2019-02-11,DET,201902110DET,19.933,0,3,.000,0,3,.000,0,2,.000,1,4,5,2,0,0,2,3,0,+7
Jordan McRae,WAS,2019-02-11,DET,201902110DET,19.367,5,8,.625,0,0,,0,0,,0,1,1,4,0,0,1,2,10,-4
Sam Dekker,WAS,2019-02-11,DET,201902110DET,0.0,,,,,,,,,,,,,,,,,,,
Ian Mahinmi,WAS,2019-02-11,DET,201902110DET,0.0,,,,,,,,,,,,,,,,,,,
Blake Griffin,DET,2019-02-11,DET,201902110DET,39.917,12,23,.522,4,10,.400,3,4,.750,2,7,9,9,0,0,2,5,31,-2
Andre Drummond,DET,2019-02-11,DET,201902110DET,35.583,12,19,.632,0,1,.000,8,10,.800,4,13,17,0,4,1,1,3,32,+15
Reggie Jackson,DET,2019-02-11,DET,201902110DET,28.767,5,8,.625,4,4,1.000,2,2,1.000,0,0,0,6,1,0,7,2,16,+9
Bruce Brown,DET,2019-02-11,DET,201902110DET,27.433,4,4,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,1,2,9,+9
Langston Galloway,DET,2019-02-11,DET,201902110DET,20.667,0,4,.000,0,3,.000,0,0,,0,6,6,1,1,0,0,0,0,+19
Luke Kennard,DET,2019-02-11,DET,201902110DET,28.533,4,7,.571,4,6,.667,3,3,1.000,0,3,3,2,0,0,0,1,15,-10
Wayne Ellington,DET,2019-02-11,DET,201902110DET,19.367,1,8,.125,0,7,.000,0,0,,0,4,4,2,0,0,2,3,2,0
Ish Smith,DET,2019-02-11,DET,201902110DET,19.233,2,7,.286,1,3,.333,2,2,1.000,2,2,4,4,0,0,1,2,7,0
Thon Maker,DET,2019-02-11,DET,201902110DET,13.65,2,3,.667,1,1,1.000,0,0,,1,3,4,0,0,1,2,3,5,+15
Zaza Pachulia,DET,2019-02-11,DET,201902110DET,6.817,2,2,1.000,0,0,,0,0,,1,0,1,1,0,0,0,0,4,-11
José Calderón,DET,2019-02-11,DET,201902110DET,0.033,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
Sviatoslav Mykhailiuk,DET,2019-02-11,DET,201902110DET,0.0,,,,,,,,,,,,,,,,,,,
Khyri Thomas,DET,2019-02-11,DET,201902110DET,0.0,,,,,,,,,,,,,,,,,,,
Kemba Walker,CHO,2019-02-11,IND,201902110IND,38.6,10,23,.435,4,12,.333,10,12,.833,1,8,9,3,2,0,3,1,34,+11
Jeremy Lamb,CHO,2019-02-11,IND,201902110IND,38.483,7,22,.318,1,8,.125,6,6,1.000,5,2,7,2,0,0,1,6,21,+11
Cody Zeller,CHO,2019-02-11,IND,201902110IND,34.75,6,11,.545,0,1,.000,6,9,.667,5,4,9,1,0,1,0,2,18,+6
Nicolas Batum,CHO,2019-02-11,IND,201902110IND,34.25,1,8,.125,0,7,.000,0,0,,1,6,7,3,1,0,0,0,2,+4
Marvin Williams,CHO,2019-02-11,IND,201902110IND,30.7,2,10,.200,1,6,.167,0,0,,5,6,11,3,2,0,0,3,5,+6
Michael Kidd-Gilchrist,CHO,2019-02-11,IND,201902110IND,14.867,1,5,.200,0,1,.000,2,2,1.000,1,0,1,0,0,0,0,0,4,-17
Shelvin Mack,CHO,2019-02-11,IND,201902110IND,12.133,0,2,.000,0,0,,0,2,.000,0,0,0,1,1,0,0,1,0,-20
Bismack Biyombo,CHO,2019-02-11,IND,201902110IND,11.267,1,1,1.000,0,0,,1,2,.500,2,2,4,1,1,0,0,1,3,-9
Miles Bridges,CHO,2019-02-11,IND,201902110IND,11.017,1,3,.333,1,2,.500,0,0,,0,0,0,1,0,1,1,0,3,-13
Malik Monk,CHO,2019-02-11,IND,201902110IND,9.517,0,3,.000,0,2,.000,0,0,,1,0,1,0,0,0,0,1,0,-20
Frank Kaminsky,CHO,2019-02-11,IND,201902110IND,4.417,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-4
Willy Hernangómez,CHO,2019-02-11,IND,201902110IND,0.0,,,,,,,,,,,,,,,,,,,
Dwayne Bacon,CHO,2019-02-11,IND,201902110IND,0.0,,,,,,,,,,,,,,,,,,,
Thaddeus Young,IND,2019-02-11,IND,201902110IND,34.033,5,7,.714,0,1,.000,1,1,1.000,2,6,8,6,0,0,1,2,11,+1
Myles Turner,IND,2019-02-11,IND,201902110IND,33.2,6,10,.600,2,3,.667,4,4,1.000,0,8,8,1,3,3,0,5,18,-5
Darren Collison,IND,2019-02-11,IND,201902110IND,32.333,6,12,.500,1,3,.333,0,0,,1,3,4,8,0,0,3,2,13,-4
Bojan Bogdanović,IND,2019-02-11,IND,201902110IND,30.517,5,11,.455,1,5,.200,3,4,.750,1,1,2,0,0,0,2,3,14,-9
Wesley Matthews,IND,2019-02-11,IND,201902110IND,29.6,2,10,.200,2,7,.286,2,2,1.000,1,4,5,3,0,0,1,4,8,-1
Domantas Sabonis,IND,2019-02-11,IND,201902110IND,20.917,4,5,.800,0,0,,1,2,.500,0,9,9,2,0,0,2,3,9,+9
Cory Joseph,IND,2019-02-11,IND,201902110IND,20.5,3,7,.429,0,2,.000,0,0,,0,1,1,2,0,0,1,1,6,+15
Tyreke Evans,IND,2019-02-11,IND,201902110IND,20.45,4,7,.571,2,3,.667,2,2,1.000,0,1,1,2,0,0,2,1,12,+9
Doug McDermott,IND,2019-02-11,IND,201902110IND,10.6,2,3,.667,0,1,.000,2,2,1.000,0,0,0,1,0,0,0,1,6,+17
T.J. Leaf,IND,2019-02-11,IND,201902110IND,5.467,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,+12
Kyle O'Quinn,IND,2019-02-11,IND,201902110IND,2.383,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
Edmond Sumner,IND,2019-02-11,IND,201902110IND,0.0,,,,,,,,,,,,,,,,,,,
Aaron Holiday,IND,2019-02-11,IND,201902110IND,0.0,,,,,,,,,,,,,,,,,,,
D'Angelo Russell,BRK,2019-02-11,TOR,201902110TOR,33.783,10,22,.455,2,7,.286,6,8,.750,1,6,7,14,1,0,4,0,28,0
Joe Harris,BRK,2019-02-11,TOR,201902110TOR,29.883,7,9,.778,7,8,.875,3,3,1.000,0,2,2,4,0,0,1,0,24,-3
Jarrett Allen,BRK,2019-02-11,TOR,201902110TOR,29.25,6,10,.600,1,2,.500,2,3,.667,0,3,3,2,0,1,0,3,15,-1
Treveon Graham,BRK,2019-02-11,TOR,201902110TOR,20.133,2,6,.333,2,6,.333,0,0,,0,1,1,1,0,0,0,4,6,-12
Rodions Kurucs,BRK,2019-02-11,TOR,201902110TOR,16.117,2,4,.500,1,1,1.000,0,0,,0,2,2,2,0,0,0,2,5,-6
Allen Crabbe,BRK,2019-02-11,TOR,201902110TOR,31.133,8,13,.615,6,10,.600,0,0,,0,3,3,1,1,0,2,1,22,+4
Caris LeVert,BRK,2019-02-11,TOR,201902110TOR,22.75,3,11,.273,0,5,.000,0,0,,0,0,0,4,1,1,5,3,6,+7
